Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2023-01-22,407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Debit Card,Express,Yes,Yes,13,Cash,Monthly
2023-04-08,408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Debit Card,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly
2023-04-07,409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Credit Card,Express,Yes,Yes,36,Cash,Fortnightly
2022-01-15,410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly
2023-01-13,411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,Debit Card,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly
2023-06-08,412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Cash,Express,Yes,Yes,15,PayPal,Annually
2022-06-23,413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Venmo,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly
2022-05-18,414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,48,Cash,Monthly
2023-04-19,415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Bank Transfer,Store Pickup,Yes,Yes,30,Debit Card,Weekly
2022-01-10,416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Venmo,Express,Yes,Yes,40,Bank Transfer,Monthly
2023-08-15,417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Bank Transfer,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly
2022-05-05,418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,PayPal,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
2023-10-11,419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3,Yes,Cash,Standard,Yes,Yes,27,Venmo,Bi-Weekly
2022-08-04,420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months
2022-07-02,421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Credit Card,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly
2023-10-05,422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Cash,Standard,Yes,Yes,48,Cash,Bi-Weekly
2023-09-19,423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,32,Debit Card,Annually
2023-05-30,424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly
2023-05-29,425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Credit Card,Standard,Yes,Yes,42,PayPal,Fortnightly
2023-04-02,426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Debit Card,Store Pickup,Yes,Yes,4,Credit Card,Quarterly
2023-03-15,427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Cash,Express,Yes,Yes,19,Credit Card,Quarterly
2023-04-13,428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Cash,Store Pickup,Yes,Yes,6,Credit Card,Quarterly
2022-12-26,429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
2023-12-24,430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,Venmo,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly
2023-05-17,431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,40,Debit Card,Annually
2022-02-22,432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,33,Cash,Fortnightly
2022-01-20,433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly
2023-08-05,434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly
2022-08-07,435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4,Yes,Bank Transfer,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months
2023-09-02,436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly
2023-09-10,437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Cash,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly
2023-01-16,438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,41,PayPal,Annually
2023-08-19,439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Cash,Express,Yes,Yes,12,Credit Card,Fortnightly
2022-07-01,440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,PayPal,Free Shipping,Yes,Yes,31,Cash,Monthly
2023-10-08,441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Debit Card,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly
2022-02-28,442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Bank Transfer,Standard,Yes,Yes,32,Credit Card,Annually
2023-06-16,443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,31,Credit Card,Quarterly
2023-06-05,444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,PayPal,Free Shipping,Yes,Yes,24,PayPal,Annually
2022-04-26,445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Debit Card,Store Pickup,Yes,Yes,31,Debit Card,Annually
2022-10-25,446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Bank Transfer,Standard,Yes,Yes,18,Venmo,Annually
2022-07-11,447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,15,Venmo,Monthly
2022-06-21,448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Venmo,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months
2022-07-21,449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Credit Card,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly
2022-11-25,450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,PayPal,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly
2023-02-28,451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Venmo,Store Pickup,Yes,Yes,19,Credit Card,Monthly
2022-08-30,452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Cash,Express,Yes,Yes,26,Credit Card,Fortnightly
2023-01-06,453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Yes,Debit Card,Express,Yes,Yes,39,PayPal,Fortnightly
2023-07-10,454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Cash,Next Day Air,Yes,Yes,22,Credit Card,Weekly
2023-05-10,455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly
2022-12-17,456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Credit Card,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly
2023-09-24,457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly
2023-05-16,458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Credit Card,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months
2022-09-14,459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,48,PayPal,Monthly
2022-10-17,460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Debit Card,Standard,Yes,Yes,27,PayPal,Fortnightly
2022-01-21,461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Venmo,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly
2023-06-23,462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Cash,Express,Yes,Yes,20,Venmo,Weekly
2022-11-17,463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Debit Card,Express,Yes,Yes,48,Venmo,Every 3 Months
2022-03-25,464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Venmo,Standard,Yes,Yes,29,Venmo,Weekly
2022-10-13,465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,PayPal,Next Day Air,Yes,Yes,45,PayPal,Monthly
2023-11-20,466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Cash,Next Day Air,Yes,Yes,25,Cash,Quarterly
2022-09-22,467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Credit Card,Free Shipping,Yes,Yes,25,PayPal,Weekly
2023-12-05,468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months
2022-05-19,469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5,Yes,Bank Transfer,Free Shipping,Yes,Yes,16,Cash,Quarterly
2023-05-30,470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly
2022-12-19,471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Cash,Express,Yes,Yes,6,Cash,Every 3 Months
2023-04-05,472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly
2022-02-07,473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Cash,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly
2022-04-05,474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Venmo,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months
2023-09-07,475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,15,Cash,Quarterly
2023-07-13,476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Cash,Free Shipping,Yes,Yes,18,Debit Card,Annually
2023-05-14,477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Venmo,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly
2022-06-26,478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Credit Card,Free Shipping,Yes,Yes,49,Debit Card,Weekly
2022-10-06,479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Debit Card,Free Shipping,Yes,Yes,48,Venmo,Annually
2023-12-06,480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43,Venmo,Monthly
2023-08-21,481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,30,Debit Card,Bi-Weekly
2023-12-16,482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly
2022-01-04,483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,PayPal,2-Day Shipping,Yes,Yes,11,Venmo,Annually
2022-03-04,484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Debit Card,Weekly
2023-02-02,485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly
2022-07-19,486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly
2023-02-19,487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months
2023-01-08,488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Credit Card,Store Pickup,Yes,Yes,22,Credit Card,Quarterly
2023-10-16,489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Venmo,Standard,Yes,Yes,32,Venmo,Weekly
2023-09-07,490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,40,PayPal,Annually
2022-06-30,491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47,Cash,Monthly
2023-12-12,492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly
2023-09-03,493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,PayPal,Standard,Yes,Yes,11,Debit Card,Weekly
2022-04-19,494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly
2023-07-18,495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,PayPal,Express,Yes,Yes,42,Debit Card,Weekly
2022-03-19,496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly
2023-11-21,497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Venmo,Express,Yes,Yes,31,Venmo,Fortnightly
2022-06-30,498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,31,Cash,Weekly
2022-06-29,499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,PayPal,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly
2022-07-01,500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,24,PayPal,Monthly
2022-06-01,501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months
2022-03-17,502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Debit Card,Next Day Air,Yes,Yes,21,Venmo,Annually
2022-09-05,503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Fortnightly
2022-12-25,504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly
2023-09-13,505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26,PayPal,Annually
2022-01-30,506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,9,Cash,Bi-Weekly
2023-08-05,507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
2023-04-06,508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5,Yes,Bank Transfer,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly
2022-06-26,509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31,PayPal,Quarterly
2023-10-04,510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,Debit Card,Weekly
2023-07-20,511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22,Venmo,Annually
2022-11-25,512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8,PayPal,Annually
2022-11-26,513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly
2022-01-13,514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,45,Venmo,Annually
2023-05-26,515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,Yes,47,PayPal,Quarterly
2023-06-08,516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,7,Cash,Monthly
2023-05-16,517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly
2022-05-19,518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44,Cash,Every 3 Months
2022-09-11,519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,PayPal,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months
2023-04-11,520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly
2023-11-21,521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,20,Debit Card,Quarterly
2023-08-12,522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50,Bank Transfer,Annually
2023-01-17,523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,PayPal,Store Pickup,Yes,Yes,37,Cash,Quarterly
2022-03-02,524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5,PayPal,Quarterly
2022-06-09,525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,44,PayPal,Annually
2023-08-29,526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41,Debit Card,Monthly
2022-01-03,527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Cash,Standard,Yes,Yes,19,Cash,Monthly
2023-09-27,528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months
2022-03-09,529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Venmo,Express,Yes,Yes,40,Cash,Annually
2022-05-20,530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Cash,Standard,Yes,Yes,6,Credit Card,Monthly
2022-02-09,531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly
2022-12-03,532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,42,Cash,Weekly
2023-03-16,533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Bank Transfer,Express,Yes,Yes,35,Bank Transfer,Every 3 Months
2023-04-05,534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,PayPal,Next Day Air,Yes,Yes,17,Debit Card,Weekly
2022-11-13,535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,4,PayPal,Quarterly
2023-01-03,536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly
2022-02-03,537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months
2022-01-02,538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Annually
2022-03-31,539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,PayPal,Free Shipping,Yes,Yes,43,Cash,Weekly
2023-01-28,540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4,Yes,Cash,Store Pickup,Yes,Yes,49,Debit Card,Weekly
2023-03-25,541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Venmo,Next Day Air,Yes,Yes,33,Cash,Every 3 Months
2023-08-05,542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly
2023-10-28,543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,Venmo,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly
2022-08-11,544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,11,Credit Card,Monthly
2023-09-11,545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Cash,Standard,Yes,Yes,30,Bank Transfer,Every 3 Months
2022-09-19,546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48,Debit Card,Annually
2022-05-07,547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,Yes,Cash,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
2022-05-24,548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,26,Venmo,Weekly
2022-01-03,549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,PayPal,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months
2022-08-23,550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Cash,Express,Yes,Yes,37,Venmo,Bi-Weekly
2023-09-25,551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,12,PayPal,Weekly
2023-04-30,552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly
2022-06-09,553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Bank Transfer,Express,Yes,Yes,18,Bank Transfer,Weekly
2023-01-31,554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Venmo,Express,Yes,Yes,15,Credit Card,Quarterly
2023-06-28,555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3,Yes,PayPal,Express,Yes,Yes,34,Bank Transfer,Weekly
2023-06-20,556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Bank Transfer,Express,Yes,Yes,37,Venmo,Annually
2023-09-29,557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5,Yes,Credit Card,Store Pickup,Yes,Yes,21,Cash,Fortnightly
2023-05-06,558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,PayPal,Free Shipping,Yes,Yes,31,Debit Card,Weekly
2022-10-28,559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Venmo,Express,Yes,Yes,43,Debit Card,Every 3 Months
2023-12-22,560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly
2022-01-10,561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.3,Yes,PayPal,Free Shipping,Yes,Yes,12,Debit Card,Annually
2023-04-16,562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,25,PayPal,Fortnightly
2023-11-28,563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,40,Debit Card,Annually
2022-05-22,564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,PayPal,Standard,Yes,Yes,16,Debit Card,Quarterly
2023-11-14,565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Cash,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly
2022-08-14,566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Venmo,Weekly
2022-06-17,567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly
2022-08-14,568,21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3,Yes,Venmo,Next Day Air,Yes,Yes,24,Venmo,Fortnightly
2022-07-13,569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4,Yes,Bank Transfer,Free Shipping,Yes,Yes,36,PayPal,Monthly
2023-01-31,570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,PayPal,Express,Yes,Yes,46,Credit Card,Every 3 Months
2023-04-09,571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Credit Card,Standard,Yes,Yes,20,Cash,Annually
2023-09-17,572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,37,Venmo,Weekly
